sentiment	numberagreed	tweetid	tweet
negative	2	5082	So richtig leckeren Jackie und ne Frau wären jetzt echt schick. Und was ist? Red Bull Cola und Dvd gibt es nur. Lame...
neutral	2	41532	#Bundesregierung will weiterhin elektronische #Rechnungen ohne digitale #Signatur ermöglichen: ~http  #Heise
positive	2	4327	Sehr interessante Aufarbeitung Apple vs. Samsung bei Kollege RA Stadler: ~http 
neutral	2	46133	#AB9720 "Die technischen Probleme wurden wieder hergestellt; die Tanks sind leer." :-)
neutral	2	37284	#bbde ingrid muss heute raus und am besten dann daggy^^
neutral	2	23337	Rubber - Eine Hommage an die reine Willkür: ~http  #myconsol
neutral	2	35435	So; wer bleibt denn noch als IDOL? #Loriot
neutral	2	30028	Bei dem Wetter könnte nachher mit der Rasselbande mal auf den Spielplatz gehen.
neutral	2	9430	Ich habe ein YouTube-Video zu meinen Favoriten hinzugefügt. -- Christian Siriano Fashi... ~http 
positive	2	157802	Ouhh Nintendo hat die offene Stelle des Head of Marketing neu besetzt. Rittinghaus tritt die Nachfolge von Schmidt an und er freut sich! (:
neutral	2	36947	Dexter hätte es nicht besser gekonnt ~http 
neutral	2	8294	kann mir wer sagen warum adidas auf star was hangen geblieben ist? glaube nich das r2 d2 besonders sportlich ist! oder?
positive	2	37182	Cool echofon fürs iPhone unterstützt push:  ~http 
negative	2	18638	krankes mädchen ist wieder zuhause .. will aber lieber wieder zurück ... zuhause ist kacke
neutral	2	18791	Ich habe ein YouTube-Video zu meinen Favoriten hinzugefügt. -- ich und ich - wenn ich ... ~http 
positive	2	2667	Gerade "Brücke nach Terabithia" geguckt. So magisch und doch so traurig....
positive	2	178511	Hab mir eben einen Sony Ericsson Theme Creator runter geladen. Das Programm ist voll cool; da kann man sich eigene Hintergründe erstellen.=)
neutral	2	29645	Erstaunlich; dass manche Menschen so gar keine Vorstellung davon haben; was ihnen gut tut und was nicht. Jetzt: #fett #weg #ZDF
neutral	2	35575	Hatte heute schon um 10:30 Uhr aus :P // Was machst du so?
negative	2	41753	Zu Hause |D Hunger; Klavier...und Hunger
neutral	2	101645	Die neuen Shark-Handys von Samsung passen ideal zu einem Streichelhai. Nicht wahr; @user ? Und Web 2.0 ist auch schon drin!  ;)
positive	2	12488	Apfelmuffins sind im Ofen! *yummy*
negative	2	5925	Der erste "Nachblitzschlagtweet" dank neuer Fritz!Box; das bei uns im Haus Fernseher und telefone gegrillt hat #Gewitter
neutral	2	45565	#SuperSunday @user – angeblich verschlägt es ihr bisweilen die Sprache ... das kann ich nicht bestätigen! Krisenfest und humorvoll!
positive	2	27637	ääähhhmmm voll gefressen mit Chips und lecker Becks Lemon.
positive	2	25650	alle bitte @user  folgen :D die freu ist einfach der hammer :D &´das ist die deutsche fanseite dazu :D
positive	2	44595	Barbie und die 3 Musketiere in Bio geguckt ;D SCOOORE!
neutral	2	45999	Zensur bei Twitter; Facebook; Wikipedia & co.? Aufruf: ~http 
neutral	2	6177	kapo kaplan ft. h.u.s. "froge" ~http  @user @user @user @user @user @user #RT jetzt gehts:)
positive	2	8030	Ab in die Sonne ;-) #summertime
neutral	2	10490	Daaa...Chilln und Supertalent gucken.
positive	2	9146	Hör dir Snoop Dogg von Signs an! Ich habe den Song gerade mit TrackID™ von Sony Ericsson gefunden.
neutral	2	56759	3cm - Dicker ist der neue 102cm LED-TV von Samsung leider nicht mehr! ~http
neutral	2	34321	Bin grad dabei das erste Mal in meinem Leben ein Stück Fleisch zu braten!!!!
negative	2	46540	Nach der Erstellung des Charakters läuft das Intro; leider zwischendurch mit Aussetzern was den Sprecher betrifft und es fehlen Satzteile.
na	2	21811	würde dir gerne so viel sagen doch du bist leider weg.
positive	2	358	Wir sollten alle mehr Freude empfinden. Meine Montagsgedanken dazu  ~http 
positive	2	43289	Zum ersten mal ein Tweed von einem Apple gerät fühlt man sich gleich mehr in der gesellschaft akzeptiert
negative	2	31331	mein hypothalamus hat immer noch keine follower in meinem grosshirn.
positive	2	36047	Dieses Video musst du dir ansehen! -- Hölderlin - Requiem Für Einen Wicht (1972) ~http  via @user
na	2	11016	keini näme
na	2	30682	De beruchte lach ~http 
neutral	2	46321	vote für mehr #eigenverantwortung beim lernen; auch in schulen!! endlich spaß dabei und es bringt was!! #schulsystem #veraltet
neutral	2	17543	Ungläubig schüttelt der Richter den Kopf: "Sie wollen allen ernstes behaupten; man hätte Sie zu dieser Strafta...~http 
neutral	2	16275	Boa abfuck heute!
neutral	2	87736	Okay; wo sitzt wohl der englischsprachige Microsoft Support?kleiner Tipp: hier sind kühe heilig und Arbeitskräfte billig
neutral	2	44304	Tolle Tatorte am Tegernsee gesichert: Spielcasino; Bräustüberl; Büttenpapierfabrik; Wallberg. Die Spurensuche geht weiter!
neutral	2	43653	Tanz mit mir; spiel mit mir; hab spaß mit mir ... Watch the moving bodies; as they react to the sound
positive	2	14841	Heute Abend ab wieder offener Jugendkeller im ALH =)
positive	2	32508	#Frauen #WM Claudia Neumann hat gut kommentiert; viel Ahnung von Taktik. Das würde man sich von ihren Kollegen auch wünschen.
neutral	2	148006	Basic Thinking verschenkt das Samsung S7070. Ich will mit in die Lostrommel: ~http  #Divatelefon
positive	2	36484	Draussen sieht es tatsächlich nach so etwas wie *Sommer* aus.
neutral	2	24075	Wenn mich keiner faven will; fave ich mich halt selbst! So!
na	2	7927	'Baddass headache ... whats goin on mann
neutral	2	17452	in meiner küche sitzen menschen aus weimar; DIE ICH NICHT KENNE!
negative	2	4240	Die #Japaner verarschen uns und alle fallen drauf rein! ~http 
neutral	2	16768	Hier ein Leckerbissen aus der aktuellen Element KICK-BIKE Serie! ~http 
negative	2	175212	Das Samsung Wave ist doch auch eher ein Galaxy Fail; oder?
negative	2	6898	Es qualmt und stinkt wieder im Hinterhof.Bis zum Ultimo muß der Betreiber nachbessern.Fettfilter fehlt seit Anfang an!Sauerei das ganze!
positive	2	26817	Ist irgendwie schon beruhigend; dass es noch Probleme gibt; in denen ausschließlich ein Hammer weiterhilft und kein Hightechfirlefanz.
neutral	2	36345	Hallo; ich empfehle dir WhatsApp; eine tolle Messaging App für Smartphones. Chatten ohne SMS! Die App ist unter ~http 
na	2	26926	Luxprivat zum Communiqué vun der @user zum Thema Anonymitéit am Internet: ~http 
neutral	2	40067	Jeder 4. Deutsche bei Facebook. Pf! Jeder 2. MAD-Leser ist bei MAD-Tweets (1056). Macht 2112 Leser. Fazit: D hat gar nicht so viele Idioten.
neutral	2	25371	Sicherheitsforum Baden-Württemberg: lesenswerte Studie zum Know-How-Schutz und Handlungsempfehlungen für Unternehmen: ~http 
positive	2	33709	Hotel Tipp: "the first boutique hotel in Santa Marta..." ein optischer Leckerbissen :) ~http  #Kolumbien
negative	2	12921	Wenn du jeden Tag denkst es waere dein letzter; wird der Druck irgendwann unermesslich.
na	2	601	Ich glaube; ich schule um. Zum ignoranten Flittchen ^_^
positive	2	167712	Hergeschaut! Nintendo 3DS – ausgepackt! ~http 
neutral	2	36949	2010 DeLorean Nike (via @user). Gibt's ein Hoverboard dazu?
neutral	2	26439	Endlich in Deutschland mobil online und auf android 2.2
neutral	2	46851	DREI ECHTEN VON ~http  Echte Kroatzbeere verwöhnt seit hundert Jahren zahlreiche Genießer mit der... ~http 
positive	2	84387	Sehr gut! RT: Twitter verhandelt m. Google & Microsoft über Tweets in  Suchergebnissen. Computerbild: ~http  @user
negative	2	45919	Blöde Vettelwirtschaft.
neutral	2	28026	1500 Kilometer; 23 stunden wach und davon 22 1/2 stunden on tour. Ich bin platt. Gute Nacht
neutral	2	293	Wir sollten alle mehr Freude empfinden. Meine Montagsgedanken dazu  ~http 
neutral	2	32076	Morgen Lang Arbeiten Und Akustik-Gitarre Reparieren (;
neutral	2	41856	Warum wundern sich alle; das die Linke Castro bewundert? Immerhin hat der nicht nur eine Mauer um sein Land gebaut; sondern ein ganzes Meer!
neutral	2	321	Wir sollten alle mehr Freude empfinden. Meine Montagsgedanken dazu  ~http 
neutral	2	29634	Liebe #Läufer. Seid Ihr eigentlich auch schon mal einem Beinschleuderer begegnet? #nurmalsogefragt ~http 
neutral	2	7366	Leider hält Glück meistens nur so lang wie eine Seifenblase.
positive	2	15273	SecondRadio.de wird die 5-jahres Feier von SLInfo unterstützen. Wir sind stolz; Teil dieser Community zu sein! ~http
positive	2	1660	Endlich; der ganz besondere Kindersparplan mit Wunscherfüller-Garantie - "MV Stark wie ein Tiger" ist da! ~http 
positive	2	46105	heut erstma voll fett 6 stunden rad gefahren
positive	2	2097	Mit einem schnellen; gekonnten Schlag zerbrach dem Ei sein Genick.
neutral	2	9572	Betäubung hält 4 Stunden . Ich hab jetzt schon Hunger !
neutral	2	36614	Jetzt heißt es endspurt beim @user - denn heute muss die abschluss-sendung fertig werden. Wirds dann online geben.
negative	2	6918	Der Abzug des Holzkohlegrill in seiner vollen Schönheit.Viel zu kurz geraden;und zu nah an der DG Wohnung nebenan! ~http 
neutral	2	6023	Buchon : persona de buche grande
